movie_name,year,genres,rating
Roadrunners,,"Action, Thriller",
The Battle of Midway,,"Action, Drama, War",
Noc Noc,,Action,
Godspeed & Glory,,Action,
Red Bluff,2016,"Action, Drama",9.0
Men at Arnhem,,"Action, War",
The only Man in the Neighborhood,1972,Action,
Yan jing she,1982,Action,5.2
Mestizo,1995,Action,
Soil and Fire,2011,Action,5.1
GlockWork,,"Action, Crime, Drama",
The Spectacular Mind of Mackenzie Banks,,"Action, Drama",
Super Warrior 8B,,Action,
The Estate,III,"Action, Adventure, Crime",
Moorkhan,1980,"Action, Thriller",5.8
Bionic Ninja,1986,Action,3.6
Race,2013,"Romance, Action",
Death Before Dishonor,,"Action, Drama",
The Bandit fan film,,Action,
The Lady Fights Back,1937,"Action, Drama, Romance",6.4
Kebe Tame Naha Kebe Mu Nahi,2012,"Action, Family, Romance",7.7
Bridge of Birds,,"Action, Adventure, Fantasy",
You fucked the wrong Guy,,Action,
The Adventures of the Adventures 2: Denver Rocks,2022,"Action, Adventure, Family",
Dante Company,,"Action, Horror",
Kedi No. 1,2004,"Action, Comedy",
Do Juari,1974,Action,
Bombmeister,1995,"Action, Adventure, Thriller",4.9
Duel: The Last Choice,2014,Action,
Bhargava Ramudu,1987,"Action, Drama",6.6
Tracks in the Snowy Forest,1960,"Action, Adventure, Drama",6.8
Kalathur Gramam,2017,"Action, Drama",6.4
Scrolls of Auristria,2020,"Animation, Action, Adventure",
Wood Dan,2017,"Action, Adventure",6.6
R-Naught 15,2017,"Action, Drama, Horror",
Ghost Watch,,Action,
Kak zavesti zhenshchinu,2013,"Action, Romance",
"Durazo, la verdadera historia",1988,"Action, Crime, Drama",6.2
Michael Smith,2009,"Action, Thriller",
Mid Life Gangster,2013,"Action, Crime, Drama",6.8
Skyscraper,,"Action, Thriller",
Take Down the Dragon,,"Action, Comedy",
"Sa bilis, walang kaparis",1964,"Action, Romance",
Naxalite,2000,Action,
Pan gu kai tian de,1979,"Action, Fantasy",
The Locator 2 Braxton Returns,2010,Action,4.8
Assassin's Journey,,Action,
Aadha Din Aadhee Raat,1977,Action,4.9
Gizmo: The Do-It-Yourself Dog,,"Action, Adventure, Family",
Caçadores de Espécies e o Símbolo Secreto,2013,"Action, Mystery, Sci-Fi",5.4
Un ángel para los diablillos,1993,"Action, Comedy, Family",5.4
Adversity Raid,2020,Action,7.3
Undertaken,,"Action, Horror, Thriller",
Time Trap,,"Action, Adventure, Sci-Fi",
Untitled Detroit Firefighter Film,,Action,
Zorro,,Action,
Donor,2018,Action,5.6
Dog Nation,2015,"Action, Crime, Drama",
An Invisible Army,,"Action, Biography",
The Dreamer,II,"Action, Drama",
Kangna ka inteqam,2018,Action,
Aktsiya,1987,"Action, War",6.4
Autonomy,,"Animation, Action, Adventure",
Maharaja,1970,Action,5.6
Sohasevolt Glória,2001,"Action, Comedy, Crime",7.3
Perjury,,"Action, Drama",
Taxidi ston erota kai ston thanato,1972,Action,
New Chinatown,,Action,
Rainy Night Duel,1956,"Action, Drama",7.8
The Thursday Morning Murders,1976,Action,5.3
Pretium,,"Action, Sci-Fi",
Dead Wrong,IV,"Action, Crime, Thriller",
A Jungle of Hero's,,Action,
Pixels,2010,"Action, Comedy",4.6
Stones Throw,,"Action, Adventure",
Bukas... uulan ng bala,1986,Action,
Borderline,II,Action,
Kanoon Ki Hathkadee,1988,Action,4.2
Furia de venganza,1991,Action,
Casualties of the State,2012,"Action, Crime, Drama",7.8
Gasoline,,Action,
Promise Chronicles - Phase One,2020,"Action, Adventure, Drama",8.3
Nihon kyokaku-den: kirikomi,1967,"Action, Crime",7.1
Five Bad Men,1935,"Action, Adventure, Music",
The Blackmist Group,,"Action, Adventure, Drama",
Two in Revolt,1936,"Action, Adventure, Family",5.9
The Come Up,2023,Action,
Hiwaga ng panday,1998,"Action, Fantasy",
Shiv Puran,1995,Action,
TrafficKing[s],,Action,
"Sierra Madre, bundok ng hiwaga",1948,"Action, Drama",
Manthan: Ek Kashmakash,2008,Action,
Natascha - Todesgrüße aus Moskau,1977,"Action, Crime",4.3
Plan De Rescate,,Action,
Hard 2 Kill,,Action,
Baadasssssploitation!,2018,"Action, Comedy, Crime",
Baazigar: The Iron Man,1997,Action,
Bullfrog: Hero of Enigma,2017,"Action, Comedy, Drama",
Zou tou you lu,2001,"Action, Comedy",6.2
Razor Sharp,2015,Action,
Hidden Warrior,,Action,
Redneck Revenge,1996,"Action, Drama",3.3
Freedom,2004,"Action, Drama",2.7
The List,I,Action,
Katana-Man,2006,Action,
Androids vs. Navy Seals,,Action,
Unchanged Love,1997,Action,
Ang pagbabalik ni Harabas at Bulilit,1977,"Action, Comedy",
Rajavazhcha,1990,"Action, Drama",6.4
Bad Monday,,Action,
Blood Flooded Streets,,"Action, Crime, Drama",
#Santa4Real,,"Action, Adventure, Comedy",
Ober da bakod 2,1996,"Action, Adventure, Comedy",5.2
Subedaar,1991,"Action, Drama, Romance",8.0
Rudro,2016,Action,6.5
Double Fault,2020,"Action, Comedy",
Bee Bop highschool: Koko yotaro kyoso-kyoku,1987,"Action, Comedy",4.8
Escape,XI,"Action, Adventure",
The Cost of Vengeance,I,Action,
Kuthoosi,2019,Action,5.5
Area 52,,"Action, Adventure, Sci-Fi",
El Duro,2022,"Action, Comedy",
Karen Lives,,Action,
The Curse of Witness Protection,,Action,
Untitled John Ward Project,,Action,
The assailant,,Action,
Endgame,I,"Action, Adventure",
GHOST HAWK,,Action,
King of the Circus,1920,Action,
Midnight Reckoning,,Action,
Death Bitch,,Action,
Money from the Clouds,,Action,
Riot 1950,1985,"Action, Drama",
Huang jin du ke,1973,"Action, Adventure",
Mauro el mojado,1987,"Action, Drama, Thriller",5.2
Büyük bela,1973,Action,6.5
Blood of the Patriot,,Action,
Untitled Max Martini Project,,Action,
Kemilau cinta di langit jingga,1985,"Action, Drama",6.7
Yin yang dao,1969,Action,6.6
Bapa,1997,"Action, Drama, Musical",5.9
Reinkarnasi,2000,"Action, Horror",6.0
The Last President,,Action,
Five Petal Rose,,Action,
Hercules: The Legendary Journeys - Blond You Out,2007,"Action, Adventure, Fantasy",
Empire,VI,Action,
Black,V,"Action, Sci-Fi, Thriller",
Untitled Western Feature,,"Action, Adventure, Western",
Jun zi jian,1969,"Action, Adventure",
Retrieve,,Action,
Southern Shaolin: Glory to Die,,"Action, Adventure, Fantasy",
Tu Nikla Chhupa Rustam,2022,Action,
Ishq Nachavye Gali Gali,1996,"Action, Crime, Drama",4.2
Ballad of Broken Angels: Harmony,2009,Action,
Gangwar,1992,Action,
7Even Hits,2022,"Action, Crime",
Dead Cop,,"Action, Crime, Thriller",
12 Noon,,"Action, Drama, Thriller",
King of the Street,,Action,
Maverick Guns,,Action,
Ya Istiklal Ya Ölüm,,Action,
Murky Shadow Over the Gorges,1985,Action,6.6
The Leaving,2010,"Action, Drama, Thriller",
Pedro,1960,Action,
He quan,1979,"Action, Adventure",5.9
Secuestro,1995,Action,
The 948 America's Boogeymen,II,Action,
Law of the Jungle,,Action,
Outlaw Street Cars: Death or Glory,2004,Action,
Expedition,,"Action, Adventure, Horror",
Saivar Thirumeni,2001,"Action, Drama",4.3
Wrong Initiation,2018,Action,
Wolves of Rome,,"Action, Drama",
Nihon ninkyo-do: gekitotsu-hen,1975,"Action, Crime",7.2
Speed,1922,"Action, Drama",
Scumbags,2006,"Action, Crime, Drama",4.6
El Noctámbulo,2006,Action,2.8
Mental Police,2016,Action,
I Got an Idea,,"Action, Adventure, Comedy",
Hoop Warriors,,Action,
Musthaffaa,1996,"Action, Drama",
Man of Might,1919,"Adventure, Action",4.7
Warrior of the Hornor,2019,"Action, Drama",
Velvet Fingers,1920,"Adventure, Action",5.8
Nagngangalit na Damdamin,1964,Action,
Supernatural Swamp Slaughter,2012,"Action, Horror, Thriller",5.1
The Demon's Odyssey,2014,"Action, Comedy, Fantasy",
ReAnneForce,,Action,
Quick Draw Joe,1961,"Action, Western",6.7
Nagasaki Deadline,,"Action, Thriller",
Screwjob,II,"Action, Crime",
OMC: The Movie,2017,Action,
Kolsuz Kahraman,,"Action, Adventure",
White Point,,"Action, Sci-Fi",
"Dope, Money and Guns",,"Action, Crime",
Nightmare in Russia,2017,"Action, Adventure, Horror",2.0
On the Run,IX,Action,
Daesaboo,1978,Action,
Help Me Friend,1978,"Action, Drama, Thriller",5.5
Sherwood Horror,,"Action, Horror",
When Africa Meets You,2018,"Action, Adventure, Comedy",
Subah Zaroor Aayegi,1977,Action,
Linkd,,Action,
The Tactician,,"Action, Thriller",
Aadi Shakti,1992,Action,
The Golden Age: The Lost Treasure of Zheng He,,Action,
Solo Duet: A Hitchcock Knot,,Action,
Voohallo.com,,Action,
Treasure Hunt,1965,Action,
Cuatro a caballo,1991,Action,
The Zero Point,2008,"Action, Sci-Fi, Thriller",6.5
High Stakes,II,Action,
Dehshat,1979,"Action, Crime",
Charisma,1996,Action,
Two-Man Submarine,1944,"Action, Drama, Romance",6.2
Malchiki + Devochki =,2014,"Action, Adventure, Crime",
Reto de ley,1995,"Action, Crime, Thriller",
Braveheart II: Lions of the North,,Action,
Matando asesinos cara de perro,2015,Action,
saato janam,2022,"Action, Drama, Mystery",
Akai shuriken,1965,"Action, Drama, History",6.4
Across the Rio Grande,1949,"Action, Music, Western",5.4
High Rollers,,Action,
The Lore,,"Action, Adventure, Drama",
Chi to daiyamondo,1964,"Action, Crime",6.0
Bicz bozy,1967,"Action, Comedy",6.3
A Man and His Mate,1915,"Action, Adventure, Crime",5.8
Assalto al tesoro di stato,1967,"Action, Adventure",5.6
River of Fire,I,Action,
Professor Thompson,2018,"Action, Crime",
Byer's Bog,,"Action, Horror",
Bagsik ng kamao,1970,"Action, Drama",
Street Ghosts,I,Action,
Lead Men,,"Action, Comedy",
The Challenge Letter,2015,Action,
Buzzard Country,2012,"Action, Adventure, Comedy",
Police Bullets,1942,"Action, Crime, Drama",5.0
Gila-Gila Remaja 2,2013,"Action, Comedy",6.8
Race to Judgment,,"Action, Crime, Drama",
The Distant Boat,2013,"Action, Drama, Family",8.4
Soul2Seoul,,Action,
The Lost City,1982,Action,3.4
Aayiram Meni,1999,"Action, Drama",4.7
Gori Aur Kaali,2003,Action,
Reckless,I,Action,
The Last Assassin,2022,"Action, Crime, Thriller",
Gerrit van der Veen,,"Action, War",
Best of the Best,1996,Action,5.2
Bones of Flesh,,"Action, Drama, Mystery",
Babaing mandarambong,1956,"Action, Drama, Fantasy",
Project Purgatory Beijing,,Action,
Ming... Voice of Deception,2015,"Action, History, Romance",
Ezharakkoottam,1995,"Action, Comedy",4.7
Hawak ko buhay mo,1997,Action,
Vampire Bikers,,"Action, Horror, Sci-Fi",
Midnight Mail,1939,Action,
Drifter,VI,"Action, Adventure, Thriller",
Kingdom Come,I,Action,
Capture the Flag,III,"Action, War",
Tales of the Green Beret,,"Action, War",
Mani Shankar,,Action,
Primary Hitman,2019,"Action, Crime, Drama",
Suicide Squad Abridged,2015,"Action, Comedy",8.0
Mach 5,,Action,
Satsujin keikaku kanryô,1956,"Action, Crime",
The Matador,,"Action, Drama, Sport",
Weapon of Choice,II,Action,
Dark Deal,,Action,
Pick Pocket,1962,Action,
The Magnificent Hustle,1978,Action,
Rise of Nightmares,,"Action, Horror, Sci-Fi",
Jiok 12gwan mun,1980,"Action, Fantasy",
Rogue Hunter,2012,Action,
Untitled Insolera Project,,Action,
Mortal Poker,,"Action, Thriller",
Pirate Alley,I,"Animation, Action, Adventure",
Thundering Romance,1924,"Action, Adventure, Crime",3.0
Signals 3,,Action,
Popbot,,Action,
Tomake Chai,1997,"Action, Drama, Romance",
SIUAT Greg 2,,Action,
Guns Don't Kill People,2012,"Action, Comedy, Crime",8.1
Captain,2015,"Action, Drama, History",7.8
Ograblenie po-kazakh$ki,2014,"Action, Comedy, Crime",7.2
Knights of Trinity,,"Action, Fantasy",
Krótkie zycie,1976,Action,
Son of an Angel,,"Action, Crime, Drama",
Guns of the Apocalypse,2018,"Action, Adventure, Western",4.0
Rowdy Cheetah,2001,Action,8.3
Frisco Lil,1942,"Action, Crime, Drama",5.6
Buddimantudu,1969,"Action, Comedy, Drama",7.4
South Shaolin vs. North Shaolin,1984,"Action, War",5.3
Lady Death,,Action,
Brahmaputra,,Action,
Ayynoorum Ayynthum: 500 & 5,2012,"Action, Drama, Romance",5.5
Snowblade,2012,Action,
Four Hitmen and a Funeral,,"Action, Comedy",
The New Morning of Billy the Kid,1986,"Action, Comedy, Crime",5.6
37.5% Inhuman,2017,"Action, Crime, Drama",
Mano mano,1996,Action,
Dadda Connection,1990,Action,5.4
Capitán Menganno,2018,"Action, Biography, Comedy",
Power Play,I,Action,
They Asked for It,1939,"Action, Adventure, Comedy",3.1
Filth of Fame,,Action,
Untitled Horror Comedy,III,"Action, Comedy, Horror",
Eastern Crimes,,Action,
Big Brother,2018,Action,6.9
The Lure of the Circus,1918,"Action, Adventure, Romance",5.6
Smoke 'Em Out,,Action,
Red Target,,Action,
"Al Capone, the Untold Story",,Action,
Agent Sinikael,2002,"Adventure, Action, Drama",5.1
Never Ending Train,2005,Action,
Target: Maganto,1988,Action,
Shi Luo Shan Che (Lost in Transit),,"Action, Crime, Drama",
Lakhi Durga Saraswati,1991,Action,
Two de Force,2011,"Action, Drama",5.6
Game Day,,"Action, Sci-Fi",
Rudra Tandava,2015,"Action, Drama, Romance",6.5
Harryhausen,,"Action, Adventure, Fantasy",
Bitter,I,"Action, Drama, Thriller",
The Price,2011,"Action, Crime, Drama",7.1
Operation Sonata,,"Action, Thriller",
Veteran's Day,,"Action, Comedy",
Ganga Ka Vachan,1992,Action,
Las Aventuras Del Pollo Y El Frijol,2019,"Comedy, Adventure, Action",
Angel's Blood Mission,1982,"Action, Crime, Drama",
Paandav,2007,Action,
Rembrandt,,Action,
Kulture Shock,,Action,
The Call of the Heart,1928,"Action, Adventure, Romance",5.7
The Crimson Flash,1927,"Action, Adventure",4.5
Queen of the Northwoods,1929,"Action, Drama",
2,,"Action, Thriller",
Shi wu yi sha ren wang luo,1997,"Action, Crime, Thriller",6.2
I triti epafi sto sex,1976,"Action, Crime, Drama",
Coup d'état,2019,"Action, Comedy",
Daniel Eskultor: Hindi umaatras sa laban,1997,Action,
Killing Time,I,Action,
Cyber Fighter,,"Action, Sci-Fi",
Cyrus,,"Action, Adventure, Drama",
Through the Lens,2014,"Action, Sci-Fi, Thriller",
The Documentary,2021,Action,
Sevani dzknorsnere,1939,"Action, War",4.7
Odpadnik,1988,"Action, Crime",6.2
Platinum Illusions,2011,"Action, Drama",7.1
Cesurlar,1972,Action,5.4
Year Zero,III,"Action, Adventure, Sci-Fi",
The Armless Swordsman,1969,"Action, Drama",
Berdugo,1982,"Action, Drama",7.0
Mission Star,2017,"Action, Comedy, Drama",7.6
Captain Hollywood,2020,"Action, Crime, Drama",
Fight,IV,Action,
Durugin ang kutang bato,1986,"Action, War",
Men of Mercy,,Action,
Rabid,2013,"Action, Drama",
Los superagentes contra los fantasmas,1986,"Comedy, Adventure, Family",3.6
Onna chikan sôsakan: Oshiri de shôbu!,1998,"Action, Sci-Fi",6.2
Lashkar: The War Against Terror,2010,Action,
Nardong Putik (Kilabot ng cavite) Version II,1984,Action,
Human Threat,,Action,
Rancho Grande,1960,Action,
Broken Run,,"Action, Thriller",
The Velvet Elvis,2012,"Action, Comedy, Fantasy",7.8
Star Trek: Operation Beta Shield,2008,"Action, Fantasy, Sci-Fi",5.3
Amor en tiempos de coca,1997,Action,
The Seven Hands of God,2014,"Action, Adventure, Drama",
Bouer Somman,2003,"Action, Romance",
Untitled Will Rogers/Gauchos in Buenos Aires Film,,"Action, Biography, Western",
Castle's Legacy,,Action,
Zapata en Chinameca,1987,"Action, History",6.8
Kálmimor: Slepicí Knez,2022,"Action, Adventure, Western",8.2
Reprisal,III,Action,
Hei ying,1967,"Action, Crime",5.6
Gunpoint Decision,1991,"Action, Drama",
Harvey the Great,2018,"Action, Adventure, Comedy",
Fei long duo bo,1972,Action,6.3
The Great Radium Mystery,1919,"Adventure, Action",6.4
Fatal Lottery,1997,Action,3.6
Hot Spot East (1),,"Action, Comedy, Crime",
Hoodoo Voodoo,2010,"Action, Western",7.1
Indra,2008,Action,5.5
"Hello, I Kill People for a Living",,"Action, Comedy, Romance",
Blackjack,,Action,
Hero: Jangan Bikin Panas,2019,"Action, Comedy",2.4
Oh! My Zombie Mermaid,2004,"Action, Drama",5.5
The Divers,,Action,
99 Sins + 1,,"Action, Comedy, Western",
Gentleman,1995,"Action, Crime, Drama",4.2
Jeene Nahin Doongi,1985,"Action, Drama",
Catching Hell,,Action,
Madam No 1,2001,Action,
"Kanang Kamay: Ituro mo, itutumba ko",1999,Action,
Tirugu Leni Manishi,1981,"Action, Comedy, Drama",5.5
Saugandh Geeta Ki,2001,Action,4.4
Getting Even,,"Action, Crime, Thriller",
Holodnoe Zoloto,2022,"Action, War",
Phantom War,1991,"Action, Drama",5.2
Teoria das Zonas,,Action,
Meri Partigya,2002,Action,4.0
Kingdom of Power,1988,Action,
An Enraged New World,2002,"Adventure, Fantasy, Action",6.4
Basda Ultimate 2,2020,"Action, Adventure, History",
Cry for Blood,2011,"Action, Adventure",4.4
Da mo qian fei,1994,Action,
The Silver,,"Action, Horror, Sci-Fi",
Pachakallam,2016,"Action, Thriller",3.6
Shahenshah,2018,Action,
Sheng si yi xian,1994,"Action, Crime",
Untitled Make a Wish/Feature Film Saga,,Action,
Maximum Sacrifice,,"Action, Romance",
El secuestro de un periodista,1992,Action,
Perros de pelea,2001,Action,
Women of Mass Destruction,,Action,
Sasurai no gambler,1964,"Action, Crime",
Container,II,"Action, Thriller",
El hijo de Alma Grande,1976,"Action, Horror, Adventure",4.2
The 13th Sultan,1949,"Action, Adventure",5.6
Un sabado mas,1988,"Action, Drama",4.3
Aasaiyil Oru Kaditham,1999,"Action, Drama, Romance",5.0
Advance Wave Upon Wave,2019,"Action, Drama, War",5.2
Full Moon Fever,,"Action, Adventure, Horror",
Evol,2010,"Action, Crime, Thriller",6.4
Üç Sevgilim,1979,"Action, Comedy",4.0
The 19th Step,,Action,
Huwag kang papatay!,1984,"Action, Drama",
Hard Midnight,,"Action, Crime, Drama",
Belt Mathai,1983,"Action, Drama",
Seven Days to Kill,1994,"Action, Drama",7.2
Param Kartavya,1996,Action,
15 Keys,2012,Action,
2 Hell and Back,,"Action, Horror, Sci-Fi",
Arthur: Dawn of Destiny,,"Action, Adventure, Drama",
Old Man Mountain Killer,,"Action, Horror",
The Architect,I,"Action, Thriller",
Night Angels: a new threat,,Action,
The Gun (from 6 to 7:30 p.m.),2003,"Action, Drama, Thriller",6.8
Hathara Denama Surayo,1971,"Action, Drama",
Superbob,2002,"Action, Comedy, Crime",7.2
Untitled Jay Roach/Larry Stuckey Project,,"Action, Comedy",
Jagoan Instan,2016,"Action, Adventure, Comedy",4.7
Fantomas,,"Action, Crime, Horror",
Mestri - For the Society,2005,Action,
"Nyx, Nótt, Nox: Nyx",,Action,
666 Part 2,,Action,
Farz Ki Keemat,1983,Action,
Dharamyudh,1996,Action,
The Dragon of Macao,1965,Action,6.2
Who's on My Side,,Action,
The Amazon Force,2007,"Action, Comedy",3.0
Praetorian,,"Action, Thriller",
With Honor,,"Action, Drama",
Remnant of Sheol,,Action,
Tagailog,1951,"Action, Drama",
Ghaav: The Wound,2002,"Action, Crime, Drama",6.1
Dead Moon Circus Part 3,II,Action,
Ninja Stories: Chiyo and Hanzo,,"Action, Drama",
Trevor Martin 006.5,2019,"Action, Comedy, Thriller",3.3
Hong Kong,1979,"Action, War",5.0
Jungle Jackie,2013,"Action, Romance",
Labuyo,1961,Action,
In Guns We Trust,2017,Action,7.5
Reluctant Justice,1995,"Action, Drama, Thriller",8.0
Ako ... laban sa lahat,1980,Action,
Wasila Coded Reloaded,2022,"Action, Drama",
Way Down We Go,,"Action, Crime, Drama",
Untitled Matt Johnson Project,,Action,
Aflatoon,1961,Action,
Kodengo Penal: The Valderama Case,1980,"Action, Crime, Drama",
Gui ying shen gong,1979,Action,3.1
Ghost blows out the light 3,2020,Action,7.8
Rabid Dogs,,"Action, Thriller",
The Human Virus,2014,"Action, Horror, Thriller",4.3
Home Invasion,2006,Action,
Saddle Leather Law,1944,"Action, Crime, Music",
Tilkkutäkki,,Action,
Una Mujer Violenta,2021,Action,
Mask of the Beast,,"Action, Adventure, Drama",
Sexy Massacre,,"Action, Comedy",
Hahakaar,1996,"Action, Crime, Drama",
Untitled Dwarka Project,,"Action, Adventure, Sci-Fi",
Warriors of Justice,2022,Action,
Sajaseongeo,2002,"Action, Romance",4.3
Kida Virunthu,2017,Action,
The Shot,IV,Action,
Seeking Refuge,2022,Action,
Laura Garza La maestra de la Escuela,2016,Action,
Bombshell,,Action,
The Target,1975,"Action, Thriller",4.7
Yoru no kunshô,1963,"Action, Crime",
Soul of the commando,2022,Action,
Nepotii gornistului,1953,"Action, Drama",6.7
Caliber 357,1984,Action,
Sleepers,III,"Action, Adventure, Sci-Fi",
Jane Doe,,Action,
Alyas Baby Face,1990,Action,
Lou Black,,Action,
Ashok Chakra: Tribute to Real Heroes,2010,Action,4.7
